Nice;Positive
,Nice;Positive
,Great for kids;Positive
,My sister was so exicited about this so I like this game;Positive
,So interesting;Positive
,Super;Positive
,Wow;Neutral
,Its fun for toddler..;Positive
,And the family will not come back from a long With her;Positive
,Awesome;Positive
,I didnt find my language ?! I hope you ad Arabic;Negative
,âmazing;Neutral
,Nice game;Positive
,Great my brother loves it thanks so much;Positive
,Fun and interactive learning app! Very educational;Positive
,It is really a nice app for kids;Positive
,Very good for my little sister;Positive
,Concentrates kids for learning;Negative
,Good game;Positive
,Best app for kids;Positive
,Great fun.......;Positive
,Cool;Positive
,Good game my daughter love it;Positive
,My 4 year old grand daughter loves learning on this . Only problem is getting my phone back from her to charge it.;Positive
,It's is a great games;Positive
,My daughter loved it;Positive
,Nice app;Positive
,My kid really likes this game, and it is very educational for kids.;Positive
,Very nice app..kids enjoy and learn..;Positive
,Good;Positive
,My kids loves it. It was worth the 5 dollars to have the ads removed however there should really be no links to other apps once its paid for. The point of getting rid of the ads was so my daughter wouldn't open random links. Also it would be great to get harder levels after these are mastered. All in all it keeps my daughter entertained and i would recommend it :);Positive
,Great apps;Positive
,This is a wonderful game for kids to learn. They even enjoy it to play.;Positive
,it'sTerrible I can't even get other Games;Negative
,It's good;Positive
,So nice game;Positive
,Great;Positive
,Makes learning fun;Positive
,Very good learning experience for your kids also speach also;Positive
,Not bad better;Positive
,Very good;Positive
,We just started the app and my toddler loves all of the learning games;Positive
,good;Positive
,this is best method to teach kids!;Positive
,Very educational for children with plenty of variety;Positive
,It's okay.;Positive
,Great;Positive
,The app is nice;Positive
,Best for children;Positive
,WAY too many ads. Parents: don't even bother. Devs: shame on you. I'm happy to spend money on a quality app but this is just shameless. EDIT: I'm fine with ads. No problems with ads at all. To be clear, you have way too many of them. More than one fullscreen advertisement per minute is too much.;Negative
,Amazing app for children;Positive
,Nice app;Positive
,It is very easy and great;Positive
,My daughter really enjoys this learning game;Positive
,Fun for young children, very engaging and colourful. Fun learning;Positive
,Its fun funny.;Positive
,good;Positive
,Good jog;Positive
,It is not the best game i ever plade so thanks;Positive
,Hi my kids love this app please help me to find way by open the other level;Positive
,games is great. 2 stars for advertising when i have paid. new game is advertising!;Negative
,Great for my 5 year old!;Positive
,It's a really nice game for the kids to play while they wait for the bus.;Positive
,It is a good game;Positive
,Gd for my 3yrs old son;Neutral
,My kid loves this game and I'm wanting to purchase to turn off ads but all it does is ask me to solve sums and will not go any further??;Negative
,Nice;Positive
,Love it?!;Positive
,Very good, our granddaughter loves it;Positive
,Great selection of games for little ones to learn from while having fun..my 2 n half yr old granddaughter loves it just as much as my 5 yr old does. 15 games in one package ..unlock more as my granddaughter grows in her knowledge. Thanku to Mage ☆☆☆☆☆;Positive
,It is easy for my little brother which is amasing;Positive
,Good...;Positive
,This app helps my child learn better so he gets educated.;Positive
,It is good;Positive
,I really enjoy how the games are Interactive and my daughter loves the games. But the ads are incredibly ridiculous. An ad after every game is ridiculous.;Negative
,my 3 year old loves it;Positive
,great game fir tiny tots;Positive
,i love it;Positive
,BAD;Negative
,Best;Positive
,mtoto yangu anapenda sana. asante;Positive
,Good;Positive
,It is nice;Neutral
,It's nice game for kids;Positive
,Wonderful;Positive
,Its educational;Positive
,Thx;Positive
,Nice;Positive
,Money grab app.;Neutral
,My 5 year old loves playing these games.;Positive
,It is;Positive
,Great job;Positive
,My daughter loves to play this educational games..;Positive
,My daughter loves it and shes really learning how to match colors;Positive
,Great;Positive
,Great game;Positive
,Es divertido.;Neutral
,Kind of boring.;Negative
,good;Positive
,It's a great learning experience for my nephew;Positive
