I have to buy the full version if I want all the games right to start with my daughter could play them all. Now they all locked up but three of the games. Very disappointing!!! Not everybody can afford to always have to buy the full version of the game. Would not recommend this to anybody.;Negative
,App is Very good. But Advertisements more. Kids will Face difficulty. Needs continuous parental supervision. Otherwise kids clicking Ads by mistake. Very difficult to Manage;Positive
,My kid love very much this games. And i did purchased for No Ads, so that they can play freely;Positive
,It is a good game but after 3rd level we have to give money. That's the failure.;Negative
,My kid LOVES this game. He just turned 2 and this game helps him to catch on quickly.;Positive
,Really good for kids. There's lots of ways to learn numbers;Positive
,good for kids! Recommended;Positive
,Good game for kids to learn & fun;Positive
,Easy for my child to navigate by himself at 3 and its a great teaching tool, he loves doing the counting puzzles and gets very proud of himself when he gets them right! We love it!;Positive
,Very intresting and easy to learn by child thks;Positive
,My three year-old son loves this game and it keeps him very engaged. i like that there are so many variations. it's a very good game for promoting understanding of one-to-one correspondence and number recognition.;Positive
,I downloaded this from my little sister in kindergarten to help her and it's working thank you for whoever make this game;Positive
,Great app but fair to many ads. My 3 year old loves the game and likes to play without help but can't close ads and this is frustrating for him. A kids app should not have ads;Negative
,love this app helped my daughter learn her number very quickly;Positive
she loved playing the different games and would remind me if we didnt play that day;Positive
,Too much ads.;Negative
,why did i purchase this if i am gonna get bombarded with more ads for your other apps? my son gets frustrated for not being able to open the other games being advertised! please remove or refund me!;Negative
,It's awesome. My child is enjoying her lessons.;Positive
,Too many ads;Negative
,Very good game for small childs;Positive
,This app is really very helpful to teach my little superman;Positive
,My son Dimitris (3) loved it. Especially on the flights.;Positive
,great fun for the kids and a little practice for writing;Positive
,A very nice game for kids;Positive
,very fun for my 3 yr old;Positive
,Interesting educational app.;Positive
,Good game for kids;Positive
,It is very useful for childrens;Positive
,This game is very good now just i install this app i love to play verymuch;Positive
,Only 3 or so games come free, the rest are paid. Unfortunately it is not stated in the description which games are free or how much it would cost. I would prefer to just purchase an app;Negative
once not the individual games inside. Additionally, after the child does a round there is an ad. Kids accidentally click on the ad trying to get back to the game. Some of the other quality children's apps block the ability to click on ads. All users will have different experiences and needs. This did not fit mine. However I did not find the developers comments to my review appropriate. I treat everything I get for my children the same and I want quality. I am willing to pay when it meets my needs. But the ads and inability to transfer full purchases to multiple devices (as another customer reviewed) does not meet my needs.;Negative
,Nice for my kid and he like so much;Positive
